sample_type,label,max_drawdown
random_same_length,MR_2002_023,-0.040060495837450305
random_same_length,MR_2002_023,-0.024000225413476572
mercury_retrograde,MR_2002_024,-0.07144465336338968
random_same_length,MR_2002_024,-0.007550806889900619
random_same_length,MR_2002_024,-0.030632740074721054
random_same_length,MR_2002_024,-0.0312970600453546
random_same_length,MR_2002_024,-0.05570884540253007
random_same_length,MR_2002_024,-0.006330626076692436
random_same_length,MR_2002_024,-0.12135493032764266
random_same_length,MR_2002_024,-0.025886057902243964
random_same_length,MR_2002_024,-0.0033804153149811222
random_same_length,MR_2002_024,-0.050542134816398576
random_same_length,MR_2002_024,-0.020390749517536166
random_same_length,MR_2002_024,-0.036670805943343154
random_same_length,MR_2002_024,-0.2601043851078366
random_same_length,MR_2002_024,-0.037295524434246996
random_same_length,MR_2002_024,-0.035141303570489835
random_same_length,MR_2002_024,-0.009354426551109074
random_same_length,MR_2002_024,-0.06122556998296669
random_same_length,MR_2002_024,-0.028768596622478992
random_same_length,MR_2002_024,-0.017886815533049605
random_same_length,MR_2002_024,-0.011509507575225841
random_same_length,MR_2002_024,-0.0370168570996664
mercury_retrograde,MR_2002_025,-0.11875204711960763
random_same_length,MR_2002_025,-0.02327394234061797
random_same_length,MR_2002_025,-0.014754827521051062
random_same_length,MR_2002_025,-0.05149606696688258
random_same_length,MR_2002_025,-0.005780822450430323
random_same_length,MR_2002_025,-0.04787022125235463
random_same_length,MR_2002_025,-0.06990615243594844
random_same_length,MR_2002_025,-0.020894691793283293
random_same_length,MR_2002_025,-0.0672151380201561
random_same_length,MR_2002_025,-0.11297318168872572
random_same_length,MR_2002_025,-0.01168060658714487
random_same_length,MR_2002_025,-0.020390749517536166
random_same_length,MR_2002_025,-0.04920503217294914
random_same_length,MR_2002_025,-0.01402152728542383
random_same_length,MR_2002_025,-0.012283965744147807
random_same_length,MR_2002_025,-0.01032161334912074
random_same_length,MR_2002_025,-0.04621489902682585
random_same_length,MR_2002_025,-0.1000384271479785
random_same_length,MR_2002_025,-0.00784800856678991
random_same_length,MR_2002_025,-0.01701316420388077
random_same_length,MR_2002_025,-0.025178247914576235
mercury_retrograde,MR_2003_026,-0.05720970024403971
random_same_length,MR_2003_026,-0.06824029019296407
random_same_length,MR_2003_026,-0.01645642667345404
random_same_length,MR_2003_026,-0.08916197962099925
random_same_length,MR_2003_026,-0.04920503217294914
random_same_length,MR_2003_026,-0.017663443175954474
random_same_length,MR_2003_026,-0.054426862680349686
random_same_length,MR_2003_026,-0.044015476186780256
random_same_length,MR_2003_026,-0.027286930512098406
random_same_length,MR_2003_026,-0.016764487463889255
random_same_length,MR_2003_026,-0.05610322384632094
random_same_length,MR_2003_026,-0.03937584960825058
random_same_length,MR_2003_026,-0.015889251056401266
random_same_length,MR_2003_026,-0.040060495837450305
random_same_length,MR_2003_026,-0.007969132154236114
random_same_length,MR_2003_026,-0.01739421813759956
random_same_length,MR_2003_026,-0.04018438280930803
random_same_length,MR_2003_026,-0.05749797267793655
random_same_length,MR_2003_026,-0.01391174053276889
random_same_length,MR_2003_026,-0.017233475202623416
random_same_length,MR_2003_026,-0.037587980135401655
mercury_retrograde,MR_2003_027,-0.02845764936856876
random_same_length,MR_2003_027,-0.01224500432787623
random_same_length,MR_2003_027,-0.03559058193967146
random_same_length,MR_2003_027,-0.006853402713194456
random_same_length,MR_2003_027,-0.05639478895554584
random_same_length,MR_2003_027,-0.029747514485381488
random_same_length,MR_2003_027,-0.02282832567272708
random_same_length,MR_2003_027,-0.009857168089190349
random_same_length,MR_2003_027,-0.05005710403637864
random_same_length,MR_2003_027,-0.0144936954338728
random_same_length,MR_2003_027,-0.008083839306732843
random_same_length,MR_2003_027,-0.025443489115199225
random_same_length,MR_2003_027,-0.030349020661095127
random_same_length,MR_2003_027,-0.025285211102304528
random_same_length,MR_2003_027,-0.00997450002544753
random_same_length,MR_2003_027,-0.011538744820964397
random_same_length,MR_2003_027,-0.015165359247206966
random_same_length,MR_2003_027,-0.04278974468970964
random_same_length,MR_2003_027,-0.130693723443997
random_same_length,MR_2003_027,-0.04413924849814055
random_same_length,MR_2003_027,-0.00858946247207093
mercury_retrograde,MR_2003_028,-0.02008455608940507
random_same_length,MR_2003_028,-0.0183082438376565
random_same_length,MR_2003_028,-0.012412263159452208
random_same_length,MR_2003_028,-0.07868311097397895
random_same_length,MR_2003_028,-0.025454168524588483
random_same_length,MR_2003_028,-0.014754157903199783
random_same_length,MR_2003_028,-0.009411056951561969
random_same_length,MR_2003_028,-0.06011146564698189
